Order Date,Year,Month,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Profit Margin,Customer Name,Segment
2016-12-11,2016,12,East,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",328.59,3,0.4,-147.8655,-0.45,Noel Staavos,Corporate
2014-12-10,2014,12,West,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,338.352,3,0.2,4.2294,0.0125,Sally Hughsby,Corporate
2014-12-10,2014,12,West,Office Supplies,Paper,Xerox 1931,25.92,4,0.0,12.4416,0.4799999999999999,Sally Hughsby,Corporate
2014-12-10,2014,12,West,Office Supplies,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream",91.36,4,0.0,42.0256,0.45999999999999996,Sally Hughsby,Corporate
2014-12-13,2014,12,West,Furniture,Furnishings,"Electrix Incandescent Magnifying Lamp, Black",87.96,3,0.2,7.6965,0.08750000000000001,Randy Ferguson,Corporate
2014-12-13,2014,12,West,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",5.214,2,0.7,-4.1712,-0.7999999999999999,Randy Ferguson,Corporate
2017-09-21,2017,9,South,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",12.294,1,0.7,-8.6058,-0.7,Dan Lawera,Consumer
2017-09-07,2017,9,West,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",19.76,4,0.0,8.2992,0.42,Allen Goldenen,Consumer
2015-11-02,2015,11,East,Furniture,Chairs,"Global Armless Task Chair, Royal Blue",109.764,2,0.1,8.5372,0.07777777777777778,Scot Wooten,Consumer
2017-12-11,2017,12,East,Technology,Phones,Plantronics MX500i Earset,128.85,3,0.0,3.8655,0.030000000000000002,Katherine Nockton,Corporate
2017-04-01,2017,4,South,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",127.95,3,0.0,21.7515,0.16999999999999998,George Bell,Corporate
2015-12-30,2015,12,West,Office Supplies,Paper,Xerox 1929,68.52,3,0.0,31.5192,0.46,Clay Ludtke,Consumer
2015-12-30,2015,12,West,Office Supplies,Storage,2300 Heavy-Duty Transfer File Systems by Perma,74.94,3,0.0,14.2386,0.19,Clay Ludtke,Consumer
2015-12-30,2015,12,West,Technology,Machines,Zebra GX420t Direct Thermal/Thermal Transfer Printer,2548.56,6,0.2,286.713,0.11250000000000002,Clay Ludtke,Consumer
2015-12-30,2015,12,West,Office Supplies,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,271.44,3,0.0,122.148,0.45,Clay Ludtke,Consumer
2015-12-30,2015,12,West,Technology,Phones,Cisco SPA 502G IP Phone,287.88,3,0.2,35.985,0.125,Clay Ludtke,Consumer
2016-03-10,2016,3,West,Office Supplies,Paper,Rediform Voice Mail Log Books,14.9,5,0.0,7.152,0.48,Karen Ferguson,Home Office
2016-03-10,2016,3,West,Technology,Phones,Apple iPhone 5,4158.912,8,0.2,363.9048,0.0875,Karen Ferguson,Home Office
2014-04-06,2014,4,West,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,91.96,2,0.0,15.6332,0.17,Andy Yotov,Corporate
2014-04-06,2014,4,West,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,33.11,7,0.0,12.9129,0.39,Andy Yotov,Corporate
2014-04-06,2014,4,West,Office Supplies,Paper,Xerox 211,19.44,3,0.0,9.3312,0.48000000000000004,Andy Yotov,Corporate
2014-04-06,2014,4,West,Office Supplies,Paper,Xerox 194,55.48,1,0.0,26.6304,0.48000000000000004,Andy Yotov,Corporate
2014-10-05,2014,10,East,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,91.92,5,0.2,11.49,0.125,Brian Derr,Consumer
2016-08-13,2016,8,South,Office Supplies,Appliances,Staple holder,17.34,2,0.0,4.6818,0.27,Hunter Glantz,Consumer
2016-08-13,2016,8,South,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,71.98,2,0.0,15.1158,0.21,Hunter Glantz,Consumer
2014-11-17,2014,11,Central,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",7.08,3,0.2,2.478,0.35000000000000003,Cassandra Brandow,Consumer
2017-04-24,2017,4,East,Technology,Accessories,V7 USB Numeric Keypad,69.98,2,0.0,4.8986,0.06999999999999999,Linda Southworth,Corporate
2017-08-24,2017,8,East,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,646.272,8,0.2,64.6272,0.09999999999999999,Darrin Martin,Consumer
2017-08-24,2017,8,East,Office Supplies,Paper,Xerox 1966,10.368,2,0.2,3.7584,0.3625,Darrin Martin,Consumer
2017-02-23,2017,2,West,Office Supplies,Fasteners,Alliance Rubber Bands,8.4,5,0.0,0.336,0.04,Ann Chong,Corporate
2017-02-23,2017,2,West,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,71.96,5,0.2,25.186,0.35000000000000003,Ann Chong,Corporate
2016-11-19,2016,11,South,Office Supplies,Art,Deluxe Chalkboard Eraser Cleaner,18.48,2,0.2,6.006,0.325,Liz Thompson,Consumer
2016-11-14,2016,11,West,Office Supplies,Art,Newell 35,9.84,3,0.0,2.8536,0.29000000000000004,Tim Brockman,Consumer
2017-07-06,2017,7,South,Furniture,Chairs,Global Comet Stacking Armless Chair,239.24,1,0.2,23.924,0.09999999999999999,Angele Hood,Consumer
2016-12-25,2016,12,East,Furniture,Furnishings,"Master Big Foot Doorstop, Beige",21.12,4,0.0,6.5472,0.31,Saphhira Shifley,Corporate
2017-04-23,2017,4,East,Office Supplies,Supplies,Fiskars Softgrip Scissors,54.9,5,0.0,15.372,0.28,Tamara Dahlen,Consumer
2015-12-14,2015,12,West,Furniture,Furnishings,"Master Caster Door Stop, Gray",15.24,3,0.0,5.1816,0.34,Paul Prost,Home Office
2015-04-19,2015,4,Central,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",19.568,2,0.8,-52.8336,-2.6999999999999997,Patrick Gardner,Consumer
2015-04-19,2015,4,Central,Office Supplies,Binders,Fellowes PB300 Plastic Comb Binding Machine,310.392,4,0.8,-512.1468,-1.65,Patrick Gardner,Consumer
2016-09-04,2016,9,South,Furniture,Furnishings,Coloredge Poster Frame,42.6,3,0.0,16.614,0.39,Anna Andreadi,Consumer
2016-09-04,2016,9,South,Office Supplies,Binders,Poly Designer Cover & Back,113.94,6,0.0,54.6912,0.48000000000000004,Anna Andreadi,Consumer
2016-09-04,2016,9,South,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,129.92,4,0.0,5.1968,0.04,Anna Andreadi,Consumer
2016-09-04,2016,9,South,Office Supplies,Art,Nontoxic Chalk,5.28,3,0.0,2.5344,0.48000000000000004,Anna Andreadi,Consumer
2017-09-24,2017,9,West,Technology,Phones,Wilson Electronics DB Pro Signal Booster,859.2,3,0.2,75.18,0.08750000000000001,Frank Atkinson,Corporate
2017-09-24,2017,9,West,Technology,Machines,Socket Bluetooth Cordless Hand Scanner (CHS),506.28,3,0.2,177.198,0.35000000000000003,Frank Atkinson,Corporate
2016-02-04,2016,2,West,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,14.368,2,0.2,3.9512,0.275,Tracy Blumstein,Consumer
2017-05-19,2017,5,South,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,314.352,3,0.2,-35.3646,-0.11250000000000002,Adam Hart,Corporate
2017-05-19,2017,5,South,Office Supplies,Paper,Xerox 1949,27.888,7,0.2,10.1094,0.3625,Adam Hart,Corporate
2015-09-03,2015,9,West,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",238.152,3,0.2,89.307,0.37500000000000006,Cathy Prescott,Corporate
2016-06-09,2016,6,Central,Furniture,Tables,"Bush Cubix Conference Tables, Fully Assembled",692.94,3,0.0,173.235,0.25,Benjamin Farhat,Home Office
2015-11-07,2015,11,South,Office Supplies,Binders,Avery Hanging File Binders,16.146,9,0.7,-12.9168,-0.7999999999999999,Christine Phan,Corporate
2015-11-07,2015,11,South,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,1345.485,5,0.7,-1031.5385,-0.7666666666666668,Christine Phan,Corporate
2016-06-15,2016,6,Central,Office Supplies,Paper,Xerox 19,173.488,7,0.2,54.215,0.3125,Lynn Smith,Consumer
2015-04-25,2015,4,Central,Office Supplies,Art,Newell 324,57.75,5,0.0,16.17,0.28,Trudy Schmidt,Consumer
2015-04-25,2015,4,Central,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,272.4,5,0.0,76.272,0.28,Trudy Schmidt,Consumer
2016-09-23,2016,9,East,Office Supplies,Paper,Xerox 1970,11.952,3,0.2,4.0338,0.3375,Joni Sundaresam,Home Office
2016-09-23,2016,9,East,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",28.0,4,0.2,7.7,0.275,Joni Sundaresam,Home Office
2016-09-23,2016,9,East,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,12.201,7,0.7,-9.7608,-0.7999999999999999,Joni Sundaresam,Home Office
2016-08-18,2016,8,Central,Office Supplies,Binders,GBC Wire Binding Combs,2.068,1,0.8,-3.4122,-1.65,Natalie Fritzler,Consumer
2016-08-18,2016,8,Central,Office Supplies,Paper,Advantus Motivational Note Cards,83.84,8,0.2,30.392,0.3625,Natalie Fritzler,Consumer
2014-03-02,2014,3,East,Office Supplies,Envelopes,Staple envelope,11.36,2,0.0,5.3392,0.47000000000000003,Kristina Nunn,Home Office
2014-03-02,2014,3,East,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",36.4,5,0.0,17.472,0.48000000000000004,Kristina Nunn,Home Office
2014-12-30,2014,12,East,Technology,Accessories,"Maxell Pro 80 Minute CD-R, 10/Pack",27.968,2,0.2,6.992,0.25,Guy Armstrong,Consumer
2015-04-10,2015,4,East,Office Supplies,Storage,Steel Personal Filing/Posting Tote,142.04,4,0.0,38.3508,0.27,Eugene Hildebrand,Home Office
2015-04-10,2015,4,East,Office Supplies,Art,Faber Castell Col-Erase Pencils,14.67,3,0.0,6.0147,0.41000000000000003,Eugene Hildebrand,Home Office
2015-12-25,2015,12,West,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,1199.96,5,0.2,224.9925,0.1875,Ralph Arnett,Consumer
2015-12-25,2015,12,West,Office Supplies,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",12.6,3,0.0,6.174,0.49000000000000005,Ralph Arnett,Consumer
2015-12-25,2015,12,West,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),17.94,3,0.0,8.073,0.45,Ralph Arnett,Consumer
2015-04-05,2015,4,East,Office Supplies,Labels,Avery 499,23.904,6,0.2,7.7688,0.325,Ted Trevino,Consumer
2015-01-17,2015,1,South,Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",88.96,8,0.2,10.008,0.1125,Amy Hunt,Consumer
2017-05-20,2017,5,West,Furniture,Chairs,"Global Geo Office Task Chair, Gray",518.272,8,0.2,-97.176,-0.1875,Chuck Clark,Home Office
2017-05-20,2017,5,West,Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs,6.98,1,0.0,3.3504,0.48,Chuck Clark,Home Office
2017-05-20,2017,5,West,Technology,Machines,Okidata B400 Printer,343.2,1,0.2,38.61,0.1125,Chuck Clark,Home Office
2017-08-13,2017,8,East,Office Supplies,Labels,Avery 486,17.544,3,0.2,5.9211,0.33749999999999997,Keith Dawkins,Corporate
2015-12-31,2015,12,Central,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,152.688,2,0.2,-26.7204,-0.17500000000000002,Barry Gonzalez,Consumer
2015-12-31,2015,12,Central,Office Supplies,Fasteners,Stockwell Push Pins,3.488,2,0.2,0.5668,0.1625,Barry Gonzalez,Consumer
2015-12-31,2015,12,Central,Office Supplies,Supplies,Staple remover,5.888,2,0.2,-1.3248,-0.225,Barry Gonzalez,Consumer
2017-12-25,2017,12,West,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,153.552,3,0.2,51.8238,0.3375,Fred Hopkins,Corporate
2017-12-25,2017,12,West,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",270.62,2,0.0,2.7062,0.01,Fred Hopkins,Corporate
2016-09-01,2016,9,East,Technology,Accessories,Enermax Aurora Lite Keyboard,468.9,6,0.0,206.316,0.44,Patrick Gardner,Consumer
2016-09-01,2016,9,East,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,72.48,2,0.0,30.4416,0.42,Patrick Gardner,Consumer
2016-09-01,2016,9,East,Office Supplies,Supplies,Acme Value Line Scissors,10.95,3,0.0,3.285,0.30000000000000004,Patrick Gardner,Consumer
2016-09-01,2016,9,East,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",191.82,3,0.0,61.3824,0.32,Patrick Gardner,Consumer
2017-08-05,2017,8,Central,Office Supplies,Storage,"Tennsco Lockers, Sand",151.056,9,0.2,7.5528,0.049999999999999996,Nick Zandusky,Home Office
2014-02-18,2014,2,Central,Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",25.16,5,0.6,-11.322,-0.44999999999999996,Troy Blackwell,Consumer
2016-11-22,2016,11,Central,Office Supplies,Binders,Wilson Jones Impact Binders,6.216,6,0.8,-9.6348,-1.55,Jeremy Ellison,Consumer
2016-11-22,2016,11,Central,Office Supplies,Art,Newell 348,23.616,9,0.2,2.6568,0.1125,Jeremy Ellison,Consumer
2016-11-22,2016,11,Central,Technology,Accessories,KeyTronic KT800P2 - Keyboard - Black,24.032,2,0.2,-0.6008,-0.025,Jeremy Ellison,Consumer
2016-11-22,2016,11,Central,Office Supplies,Labels,Avery 494,2.088,1,0.2,0.6786,0.32499999999999996,Jeremy Ellison,Consumer
2016-11-22,2016,11,Central,Office Supplies,Binders,Accohide Poly Flexible Ring Binders,4.488,6,0.8,-6.732,-1.5,Jeremy Ellison,Consumer
2015-12-14,2015,12,West,Furniture,Furnishings,Staple-based wall hangings,29.22,3,0.0,12.8568,0.44,Eric Hoffmann,Consumer
2015-06-13,2015,6,South,Office Supplies,Paper,Xerox 202,6.48,1,0.0,3.1104,0.4799999999999999,Barbara Fisher,Corporate
2017-12-28,2017,12,West,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,1.188,2,0.7,-0.99,-0.8333333333333334,Pamela Coakley,Corporate
2017-09-20,2017,9,East,Furniture,Chairs,Hon Valutask Swivel Chairs,272.646,3,0.1,18.1764,0.06666666666666667,Seth Vernon,Consumer
2017-09-20,2017,9,East,Technology,Accessories,"Logitech Wireless Boombox Speaker - portable - wireless, wired",212.8,2,0.0,95.76,0.45,Seth Vernon,Consumer
2017-09-20,2017,9,East,Office Supplies,Paper,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",38.52,9,0.0,18.1044,0.4699999999999999,Seth Vernon,Consumer
2017-09-20,2017,9,East,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,72.64,2,0.0,21.792,0.30000000000000004,Seth Vernon,Consumer
2017-09-20,2017,9,East,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",45.4,4,0.0,12.712,0.28,Seth Vernon,Consumer
2017-09-20,2017,9,East,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16 x 11",13.76,2,0.0,6.3296,0.46,Seth Vernon,Consumer
2017-09-20,2017,9,East,Furniture,Chairs,"Global Leather Task Chair, Black",80.991,1,0.1,8.0991,0.1,Seth Vernon,Consumer
2017-09-20,2017,9,East,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",11.784,3,0.2,3.9771,0.33749999999999997,Seth Vernon,Consumer
2017-09-20,2017,9,East,Office Supplies,Fasteners,Advantus Push Pins,4.36,2,0.0,1.7876,0.41,Seth Vernon,Consumer
2017-09-20,2017,9,East,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,2888.127,11,0.1,609.7157,0.2111111111111111,Seth Vernon,Consumer
2017-09-20,2017,9,East,Technology,Phones,Apple iPhone 5,1299.66,2,0.0,350.9082,0.27,Seth Vernon,Consumer
2017-09-20,2017,9,East,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,2254.41,5,0.1,375.735,0.16666666666666669,Seth Vernon,Consumer
2017-09-20,2017,9,East,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,104.85,3,0.0,28.3095,0.27,Seth Vernon,Consumer
2017-09-20,2017,9,East,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,59.97,3,0.0,20.3898,0.34,Seth Vernon,Consumer
2017-08-22,2017,8,East,Furniture,Tables,Bevis Boat-Shaped Conference Table,314.532,2,0.4,-83.8752,-0.2666666666666667,Dean percer,Home Office
2015-06-18,2015,6,South,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",13.632,4,0.2,3.5784,0.2625,Harold Ryan,Corporate
2014-12-20,2014,12,Central,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,19.432,2,0.8,-49.5516,-2.5500000000000003,William Brown,Consumer
2014-12-20,2014,12,Central,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,65.44,5,0.2,-8.18,-0.125,William Brown,Consumer
2016-09-11,2016,9,Central,Office Supplies,Labels,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,6.0,2,0.2,2.1,0.35000000000000003,Adam Shillingsburg,Consumer
2016-09-11,2016,9,Central,Office Supplies,Binders,Insertable Tab Indexes For Data Binders,1.908,3,0.8,-3.2436,-1.7,Adam Shillingsburg,Consumer
2016-11-12,2016,11,East,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",1474.802,7,0.3,-21.0686,-0.014285714285714287,Susan Pistek,Consumer
2016-11-12,2016,11,East,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",110.096,2,0.2,33.0288,0.3,Susan Pistek,Consumer
2016-11-12,2016,11,East,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,16.752,6,0.2,5.4444,0.325,Susan Pistek,Consumer
2016-11-12,2016,11,East,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1537.074,9,0.3,0.0,0.0,Susan Pistek,Consumer
2016-11-12,2016,11,East,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,449.372,2,0.3,-12.8392,-0.02857142857142857,Susan Pistek,Consumer
2016-03-14,2016,3,West,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,41.904,6,0.2,14.1426,0.33749999999999997,Stephanie Phelps,Corporate
2016-11-13,2016,11,East,Technology,Phones,Xiaomi Mi3,2279.96,4,0.0,592.7896,0.25999999999999995,Corinna Mitchell,Home Office
2016-11-13,2016,11,East,Office Supplies,Labels,Avery 499,14.94,3,0.0,6.8724,0.46,Corinna Mitchell,Home Office
2017-09-19,2017,9,West,Technology,Phones,Mophie Juice Pack Helium for iPhone,191.976,3,0.2,19.1976,0.1,Justin Ritter,Corporate
2017-09-19,2017,9,West,Office Supplies,Art,Peel-Off China Markers,23.832,3,0.2,6.5538,0.27499999999999997,Justin Ritter,Corporate
2017-09-19,2017,9,West,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",409.216,8,0.2,61.3824,0.15,Justin Ritter,Corporate
2017-09-19,2017,9,West,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,72.588,2,0.7,-128.2388,-1.7666666666666668,Justin Ritter,Corporate
2017-12-04,2017,12,Central,Office Supplies,Storage,Advantus Rolling Drawer Organizers,61.568,2,0.2,4.6176,0.07500000000000001,Christy Brittain,Consumer
2015-08-31,2015,8,Central,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",20.96,4,0.2,6.812,0.325,Shirley Daniels,Home Office
2017-06-03,2017,6,West,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,44.75,5,0.0,8.5025,0.19,Saphhira Shifley,Corporate
2017-06-03,2017,6,West,Office Supplies,Paper,Xerox 1947,11.96,2,0.0,5.382,0.44999999999999996,Saphhira Shifley,Corporate
2017-06-03,2017,6,West,Office Supplies,Binders,UniKeep View Case Binders,3.912,1,0.2,1.2714,0.325,Saphhira Shifley,Corporate
2016-03-31,2016,3,East,Furniture,Chairs,"Global Value Steno Chair, Gray",327.996,6,0.1,54.666,0.16666666666666666,Erica Hackney,Consumer
2014-10-25,2014,10,West,Office Supplies,Binders,GBC VeloBind Cover Sets,49.408,4,0.2,18.528,0.37499999999999994,Aaron Hawkins,Corporate
2017-03-26,2017,3,South,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,53.25,3,0.0,20.7675,0.38999999999999996,Evan Minnotte,Home Office
2017-03-26,2017,3,South,Office Supplies,Fasteners,Staples,3.76,2,0.0,1.316,0.35000000000000003,Evan Minnotte,Home Office
2014-12-27,2014,12,East,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",767.214,14,0.1,161.9674,0.21111111111111108,Thomas Brumley,Home Office
2017-09-15,2017,9,South,Office Supplies,Paper,Xerox 1893,163.96,5,0.2,59.4355,0.3625,Alan Barnes,Consumer
2016-08-16,2016,8,West,Furniture,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",161.28,2,0.2,12.096,0.075,Anthony O'Donnell,Corporate
2016-11-04,2016,11,West,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,192.8,4,0.0,55.912,0.29,Thomas Thornton,Consumer
2015-10-18,2015,10,Central,Technology,Accessories,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",27.696,3,0.2,3.462,0.125,Kristina Nunn,Home Office
2015-10-18,2015,10,Central,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,73.164,6,0.8,-186.5682,-2.55,Kristina Nunn,Home Office
2016-10-31,2016,10,South,Office Supplies,Paper,Xerox 1898,32.064,6,0.2,11.2224,0.35000000000000003,Frank Olsen,Consumer
2014-03-30,2014,3,West,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,205.666,2,0.15,-12.098,-0.05882352941176471,Guy Armstrong,Consumer
2015-04-18,2015,4,West,Office Supplies,Storage,Advantus Rolling Drawer Organizers,115.44,3,0.0,30.0144,0.26,Nathan Cano,Consumer
2017-07-09,2017,7,East,Office Supplies,Paper,Xerox 1914,274.8,5,0.0,134.652,0.48999999999999994,Jamie Frazer,Consumer
2017-07-09,2017,7,East,Office Supplies,Storage,Tennsco Industrial Shelving,195.64,4,0.0,3.9128,0.02,Jamie Frazer,Consumer
2017-07-09,2017,7,East,Technology,Phones,Digium D40 VoIP phone,257.98,2,0.0,74.8142,0.29,Jamie Frazer,Consumer
2017-07-09,2017,7,East,Office Supplies,Art,Prismacolor Color Pencil Set,119.04,6,0.0,48.8064,0.41,Jamie Frazer,Consumer
2017-06-27,2017,6,Central,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",20.07,3,0.0,9.2322,0.46,Greg Tran,Consumer
2014-12-22,2014,12,West,Office Supplies,Art,Newell 332,11.76,4,0.0,3.1752,0.26999999999999996,Khloe Miller,Consumer
2017-11-21,2017,11,West,Office Supplies,Art,Newell 332,11.76,4,0.0,3.1752,0.26999999999999996,Patrick Jones,Corporate
2017-11-21,2017,11,West,Office Supplies,Binders,Canvas Sectional Post Binders,40.736,2,0.2,14.7668,0.36250000000000004,Patrick Jones,Corporate
2016-06-27,2016,6,West,Technology,Phones,Ooma Telo VoIP Home Phone System,201.584,2,0.2,12.599,0.0625,Anna Chung,Consumer
2017-12-28,2017,12,West,Furniture,Chairs,Novimex Turbo Task Chair,340.704,6,0.2,-34.0704,-0.09999999999999999,Jason Gross,Corporate
2016-04-08,2016,4,South,Furniture,Bookcases,"Hon Metal Bookcases, Black",354.9,5,0.0,88.725,0.25,Raymond Messe,Consumer
2014-03-18,2014,3,West,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",1198.33,10,0.15,70.49,0.058823529411764705,Eileen Kiefer,Home Office
2017-07-03,2017,7,West,Office Supplies,Storage,Rogers Deluxe File Chest,87.92,4,0.0,0.8792,0.01,Rob Dowd,Consumer
2017-04-20,2017,4,East,Furniture,Furnishings,"Computer Room Manger, 14""",51.968,2,0.2,10.3936,0.19999999999999998,Cynthia Voltz,Corporate
2017-04-20,2017,4,East,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",51.336,3,0.2,5.7753,0.1125,Cynthia Voltz,Corporate
2017-04-20,2017,4,East,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer,332.704,1,0.2,33.2704,0.1,Cynthia Voltz,Corporate
2017-04-20,2017,4,East,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",42.408,3,0.2,9.5418,0.225,Cynthia Voltz,Corporate
2016-08-03,2016,8,Central,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",81.54,3,0.0,38.3238,0.47,Alex Grayson,Consumer
2016-08-03,2016,8,Central,Technology,Accessories,Sony Micro Vault Click 4 GB USB 2.0 Flash Drive,167.28,12,0.0,23.4192,0.13999999999999999,Alex Grayson,Consumer
2016-12-03,2016,12,West,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,772.68,4,0.0,108.1752,0.14,Gary McGarr,Consumer
2014-03-19,2014,3,South,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,323.976,3,0.2,28.3479,0.0875,Matt Connell,Corporate
2014-03-19,2014,3,South,Office Supplies,Labels,Avery 501,11.808,4,0.2,3.9852,0.33749999999999997,Matt Connell,Corporate
2014-03-19,2014,3,South,Office Supplies,Storage,Crate-A-Files,26.16,3,0.2,1.962,0.075,Matt Connell,Corporate
2014-03-19,2014,3,South,Office Supplies,Binders,"Avery Flip-Chart Easel Binder, Black",33.57,5,0.7,-25.737,-0.7666666666666666,Matt Connell,Corporate
2014-03-19,2014,3,South,Furniture,Furnishings,Eldon Wave Desk Accessories,4.992,3,0.2,1.3728,0.275,Matt Connell,Corporate
2014-03-19,2014,3,South,Furniture,Furnishings,Document Clip Frames,20.016,3,0.2,5.5044,0.275,Matt Connell,Corporate
2014-03-19,2014,3,South,Technology,Accessories,"Logitech Wireless Boombox Speaker - portable - wireless, wired",170.24,2,0.2,53.2,0.3125,Matt Connell,Corporate
2015-04-20,2015,4,Central,Office Supplies,Paper,Xerox 1916,117.456,3,0.2,44.046,0.375,Erica Smith,Consumer
2015-09-19,2015,9,West,Office Supplies,Paper,Personal Creations Ink Jet Cards and Labels,22.96,2,0.0,11.2504,0.49,Rick Wilson,Corporate
2014-08-27,2014,8,South,Office Supplies,Paper,Xerox 1898,13.36,2,0.0,6.4128,0.48,Michael Moore,Consumer
2016-12-19,2016,12,East,Office Supplies,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand",34.248,3,0.2,11.5587,0.3375,Mark Haberlin,Corporate
